time stamp,symbol,name,Last Price,Market Time,Change,%Change,Volume,Avg Vol(3month),Market Cap
Mar-08-2020 00:37:19,MMM,3M Company,$153.65,4:05PM EST,+2.24,+2.24,7.033M,3.675M,88.441B
Mar-08-2020 00:37:19,DGX,Quest Diagnostics Incorporated,$112.02,4:04PM EST,-3.66,-3.66,3.004M,1.014M,14.95B
Mar-08-2020 00:37:19,PFE,Pfizer Inc.,$35.02,4:05PM EST,-0.44,-0.44,37.525M,25.381M,194.278B
Mar-08-2020 00:37:31,BTC-USD,Bitcoin USD,"$8,754.47",4:35AM GMT,-159.88,-159.88,37.304B,30.681B,159.849B
Mar-08-2020 00:37:31,LDOS,"Leidos Holdings, Inc.",$105.68,4:05PM EST,-1.89,-1.89,1.23M,"976,813",14.943B
Mar-08-2020 00:37:31,CLX,The Clorox Company,$173.26,4:01PM EST,-2.59,-2.59,2.214M,1.338M,21.675B
Mar-08-2020 00:37:31,TDG,TransDigm Group Incorporated,$503.11,4:02PM EST,-33.26,-33.26,1.242M,"394,642",27.011B
Mar-08-2020 00:37:31,RCL,Royal Caribbean Cruises Ltd.,$65.01,4:04PM EST,-0.77,-0.77,16.897M,3.527M,13.587B
Mar-08-2020 00:37:31,C,Citigroup Inc.,$61.28,4:04PM EST,-2.21,-2.21,28.694M,15.03M,129.086B
Mar-08-2020 00:37:31,NFLX,"Netflix, Inc.",$368.97,4:00PM EST,-3.81,-3.81,7.496M,6.928M,161.907B
Mar-08-2020 00:37:31,NFLX,"Netflix, Inc.",$368.97,4:00PM EST,-3.81,-3.81,7.496M,6.928M,161.907B
Mar-08-2020 00:37:31,EPD,Enterprise Products Partners L.P.,$22.42,4:04PM EST,-1.25,-1.25,14.747M,6.77M,49.083B
Mar-08-2020 00:37:31,CCL,Carnival Corporation & Plc,$27.15,4:02PM EST,-0.72,-0.72,29.631M,8.699M,19.281B
Mar-08-2020 00:37:31,AIM,AIM ImmunoTech Inc.,$2.1000,4:00PM EST,-0.2100,-0.2100,6.283M,4.486M,46.337M
Mar-08-2020 00:37:31,NCLH,Norwegian Cruise Line Holdings Ltd.,$27.10,4:01PM EST,-1.49,-1.49,11.867M,2.868M,5.778B
Mar-08-2020 00:37:31,USO,"United States Oil Fund, LP",$8.73,4:00PM EST,-0.88,-0.88,77.686M,25.071M,1.04B
Mar-08-2020 00:37:31,IBIO,"iBio, Inc.",$2.0500,4:00PM EST,-0.2000,-0.2000,31.919M,25.12M,186.951M
Mar-08-2020 00:37:31,JNJ,Johnson & Johnson,$142.03,4:00PM EST,+0.02,+0.02,11.927M,7.459M,374.209B
Mar-08-2020 00:37:31,MCD,McDonald's Corporation,$198.86,4:00PM EST,+0.54,+0.54,6.23M,3.58M,148.24B
Mar-08-2020 00:37:31,AMRN,Amarin Corporation plc,$14.91,4:00PM EST,-0.54,-0.54,6.08M,8.588M,5.386B
Mar-08-2020 00:37:31,TEVA,Teva Pharmaceutical Industries Limited,$10.30,4:02PM EST,-0.68,-0.68,17.5M,18.569M,11.22B
Mar-08-2020 00:37:31,CL=F,Crude Oil,$41.57,4:59PM EST,-4.33,-4.33,1.205M,213.262M,-
Mar-08-2020 00:37:31,TGT,Target Corporation,$105.95,4:05PM EST,-0.02,-0.02,5.019M,5.048M,53.42B
Mar-08-2020 00:37:31,SLV,iShares Silver Trust,$16.18,4:00PM EST,-0.12,-0.12,27.245M,16.229M,5.525B
Mar-08-2020 00:37:31,ABBV,AbbVie Inc.,$88.82,4:03PM EST,-1.79,-1.79,12.521M,9.299M,131.379B
Mar-08-2020 00:37:31,VZ,Verizon Communications Inc.,$56.87,4:02PM EST,-0.29,-0.29,21.921M,15.008M,235.206B
Mar-08-2020 00:37:31,ALT,"Altimmune, Inc.",$3.8000,4:00PM EST,+0.4300,+0.4300,4.973M,"957,770",58.285M
Mar-08-2020 00:37:31,SBUX,Starbucks Corporation,$75.34,4:00PM EST,-0.85,-0.85,18.08M,8.301M,88.427B
Mar-08-2020 00:37:31,COST,Costco Wholesale Corporation,$311.34,4:00PM EST,-4.42,-4.42,5.616M,2.495M,137.537B
Mar-08-2020 00:37:31,MMM,3M Company,$153.65,4:05PM EST,+2.24,+2.24,7.033M,3.675M,88.441B
Mar-08-2020 00:37:31,DGX,Quest Diagnostics Incorporated,$112.02,4:04PM EST,-3.66,-3.66,3.004M,1.014M,14.95B
Mar-08-2020 00:37:31,PFE,Pfizer Inc.,$35.02,4:05PM EST,-0.44,-0.44,37.525M,25.381M,194.278B
Mar-08-2020 00:37:32,BTC-USD,Bitcoin USD,"$8,754.47",4:35AM GMT,-159.88,-159.88,37.304B,30.681B,159.849B
Mar-08-2020 00:37:32,LDOS,"Leidos Holdings, Inc.",$105.68,4:05PM EST,-1.89,-1.89,1.23M,"976,813",14.943B
Mar-08-2020 00:37:32,CLX,The Clorox Company,$173.26,4:01PM EST,-2.59,-2.59,2.214M,1.338M,21.675B
Mar-08-2020 00:37:32,TDG,TransDigm Group Incorporated,$503.11,4:02PM EST,-33.26,-33.26,1.242M,"394,642",27.011B
Mar-08-2020 00:37:32,RCL,Royal Caribbean Cruises Ltd.,$65.01,4:04PM EST,-0.77,-0.77,16.897M,3.527M,13.587B
Mar-08-2020 00:37:32,C,Citigroup Inc.,$61.28,4:04PM EST,-2.21,-2.21,28.694M,15.03M,129.086B
Mar-08-2020 00:37:32,NFLX,"Netflix, Inc.",$368.97,4:00PM EST,-3.81,-3.81,7.496M,6.928M,161.907B
Mar-08-2020 00:37:32,NFLX,"Netflix, Inc.",$368.97,4:00PM EST,-3.81,-3.81,7.496M,6.928M,161.907B
Mar-08-2020 00:37:32,EPD,Enterprise Products Partners L.P.,$22.42,4:04PM EST,-1.25,-1.25,14.747M,6.77M,49.083B
Mar-08-2020 00:37:32,CCL,Carnival Corporation & Plc,$27.15,4:02PM EST,-0.72,-0.72,29.631M,8.699M,19.281B
Mar-08-2020 00:37:32,AIM,AIM ImmunoTech Inc.,$2.1000,4:00PM EST,-0.2100,-0.2100,6.283M,4.486M,46.337M
Mar-08-2020 00:37:32,NCLH,Norwegian Cruise Line Holdings Ltd.,$27.10,4:01PM EST,-1.49,-1.49,11.867M,2.868M,5.778B
Mar-08-2020 00:37:32,USO,"United States Oil Fund, LP",$8.73,4:00PM EST,-0.88,-0.88,77.686M,25.071M,1.04B
Mar-08-2020 00:37:32,IBIO,"iBio, Inc.",$2.0500,4:00PM EST,-0.2000,-0.2000,31.919M,25.12M,186.951M
Mar-08-2020 00:37:32,JNJ,Johnson & Johnson,$142.03,4:00PM EST,+0.02,+0.02,11.927M,7.459M,374.209B
Mar-08-2020 00:37:32,MCD,McDonald's Corporation,$198.86,4:00PM EST,+0.54,+0.54,6.23M,3.58M,148.24B
Mar-08-2020 00:37:32,AMRN,Amarin Corporation plc,$14.91,4:00PM EST,-0.54,-0.54,6.08M,8.588M,5.386B
Mar-08-2020 00:37:32,TEVA,Teva Pharmaceutical Industries Limited,$10.30,4:02PM EST,-0.68,-0.68,17.5M,18.569M,11.22B
Mar-08-2020 00:37:32,CL=F,Crude Oil,$41.57,4:59PM EST,-4.33,-4.33,1.205M,213.262M,-
Mar-08-2020 00:37:32,TGT,Target Corporation,$105.95,4:05PM EST,-0.02,-0.02,5.019M,5.048M,53.42B
Mar-08-2020 00:37:32,SLV,iShares Silver Trust,$16.18,4:00PM EST,-0.12,-0.12,27.245M,16.229M,5.525B
Mar-08-2020 00:37:32,ABBV,AbbVie Inc.,$88.82,4:03PM EST,-1.79,-1.79,12.521M,9.299M,131.379B
Mar-08-2020 00:37:32,VZ,Verizon Communications Inc.,$56.87,4:02PM EST,-0.29,-0.29,21.921M,15.008M,235.206B
Mar-08-2020 00:37:32,ALT,"Altimmune, Inc.",$3.8000,4:00PM EST,+0.4300,+0.4300,4.973M,"957,770",58.285M
Mar-08-2020 00:37:32,SBUX,Starbucks Corporation,$75.34,4:00PM EST,-0.85,-0.85,18.08M,8.301M,88.427B
Mar-08-2020 00:37:32,COST,Costco Wholesale Corporation,$311.34,4:00PM EST,-4.42,-4.42,5.616M,2.495M,137.537B
Mar-08-2020 00:37:32,MMM,3M Company,$153.65,4:05PM EST,+2.24,+2.24,7.033M,3.675M,88.441B
Mar-08-2020 00:37:32,DGX,Quest Diagnostics Incorporated,$112.02,4:04PM EST,-3.66,-3.66,3.004M,1.014M,14.95B
Mar-08-2020 00:37:32,PFE,Pfizer Inc.,$35.02,4:05PM EST,-0.44,-0.44,37.525M,25.381M,194.278B
Mar-08-2020 00:37:44,BTC-USD,Bitcoin USD,"$8,754.47",4:35AM GMT,-159.88,-159.88,37.308B,30.681B,159.85B
Mar-08-2020 00:37:44,LDOS,"Leidos Holdings, Inc.",$105.68,4:05PM EST,-1.89,-1.89,1.23M,"976,813",14.943B
Mar-08-2020 00:37:44,CLX,The Clorox Company,$173.26,4:01PM EST,-2.59,-2.59,2.214M,1.338M,21.675B
Mar-08-2020 00:37:44,TDG,TransDigm Group Incorporated,$503.11,4:02PM EST,-33.26,-33.26,1.242M,"394,642",27.011B
Mar-08-2020 00:37:44,RCL,Royal Caribbean Cruises Ltd.,$65.01,4:04PM EST,-0.77,-0.77,16.897M,3.527M,13.587B
Mar-08-2020 00:37:44,C,Citigroup Inc.,$61.28,4:04PM EST,-2.21,-2.21,28.694M,15.03M,129.086B
Mar-08-2020 00:37:44,NFLX,"Netflix, Inc.",$368.97,4:00PM EST,-3.81,-3.81,7.496M,6.928M,161.907B
Mar-08-2020 00:37:44,NFLX,"Netflix, Inc.",$368.97,4:00PM EST,-3.81,-3.81,7.496M,6.928M,161.907B
Mar-08-2020 00:37:44,EPD,Enterprise Products Partners L.P.,$22.42,4:04PM EST,-1.25,-1.25,14.747M,6.77M,49.083B
Mar-08-2020 00:37:44,CCL,Carnival Corporation & Plc,$27.15,4:02PM EST,-0.72,-0.72,29.631M,8.699M,19.281B
Mar-08-2020 00:37:44,AIM,AIM ImmunoTech Inc.,$2.1000,4:00PM EST,-0.2100,-0.2100,6.283M,4.486M,46.337M
Mar-08-2020 00:37:44,NCLH,Norwegian Cruise Line Holdings Ltd.,$27.10,4:01PM EST,-1.49,-1.49,11.867M,2.868M,5.778B
Mar-08-2020 00:37:44,USO,"United States Oil Fund, LP",$8.73,4:00PM EST,-0.88,-0.88,77.686M,25.071M,1.04B
Mar-08-2020 00:37:44,IBIO,"iBio, Inc.",$2.0500,4:00PM EST,-0.2000,-0.2000,31.919M,25.12M,186.951M
Mar-08-2020 00:37:44,JNJ,Johnson & Johnson,$142.03,4:00PM EST,+0.02,+0.02,11.927M,7.459M,374.209B
Mar-08-2020 00:37:44,MCD,McDonald's Corporation,$198.86,4:00PM EST,+0.54,+0.54,6.23M,3.58M,148.24B
Mar-08-2020 00:37:44,AMRN,Amarin Corporation plc,$14.91,4:00PM EST,-0.54,-0.54,6.08M,8.588M,5.386B
Mar-08-2020 00:37:44,TEVA,Teva Pharmaceutical Industries Limited,$10.30,4:02PM EST,-0.68,-0.68,17.5M,18.569M,11.22B
Mar-08-2020 00:37:44,CL=F,Crude Oil,$41.57,4:59PM EST,-4.33,-4.33,1.205M,213.262M,-
Mar-08-2020 00:37:44,TGT,Target Corporation,$105.95,4:05PM EST,-0.02,-0.02,5.019M,5.048M,53.42B
Mar-08-2020 00:37:44,SLV,iShares Silver Trust,$16.18,4:00PM EST,-0.12,-0.12,27.245M,16.229M,5.525B
Mar-08-2020 00:37:44,ABBV,AbbVie Inc.,$88.82,4:03PM EST,-1.79,-1.79,12.521M,9.299M,131.379B
Mar-08-2020 00:37:44,VZ,Verizon Communications Inc.,$56.87,4:02PM EST,-0.29,-0.29,21.921M,15.008M,235.206B
Mar-08-2020 00:37:44,ALT,"Altimmune, Inc.",$3.8000,4:00PM EST,+0.4300,+0.4300,4.973M,"957,770",58.285M
Mar-08-2020 00:37:44,SBUX,Starbucks Corporation,$75.34,4:00PM EST,-0.85,-0.85,18.08M,8.301M,88.427B
Mar-08-2020 00:37:44,COST,Costco Wholesale Corporation,$311.34,4:00PM EST,-4.42,-4.42,5.616M,2.495M,137.537B
Mar-08-2020 00:37:44,MMM,3M Company,$153.65,4:05PM EST,+2.24,+2.24,7.033M,3.675M,88.441B
Mar-08-2020 00:37:44,DGX,Quest Diagnostics Incorporated,$112.02,4:04PM EST,-3.66,-3.66,3.004M,1.014M,14.95B
Mar-08-2020 00:37:44,PFE,Pfizer Inc.,$35.02,4:05PM EST,-0.44,-0.44,37.525M,25.381M,194.278B
Mar-08-2020 00:37:45,BTC-USD,Bitcoin USD,"$8,754.53",4:36AM GMT,-159.81,-159.81,37.308B,30.681B,159.85B
Mar-08-2020 00:37:45,LDOS,"Leidos Holdings, Inc.",$105.68,4:05PM EST,-1.89,-1.89,1.23M,"976,813",14.943B
Mar-08-2020 00:37:45,CLX,The Clorox Company,$173.26,4:01PM EST,-2.59,-2.59,2.214M,1.338M,21.675B
Mar-08-2020 00:37:45,TDG,TransDigm Group Incorporated,$503.11,4:02PM EST,-33.26,-33.26,1.242M,"394,642",27.011B
Mar-08-2020 00:37:45,RCL,Royal Caribbean Cruises Ltd.,$65.01,4:04PM EST,-0.77,-0.77,16.897M,3.527M,13.587B
Mar-08-2020 00:37:45,C,Citigroup Inc.,$61.28,4:04PM EST,-2.21,-2.21,28.694M,15.03M,129.086B
Mar-08-2020 00:37:45,NFLX,"Netflix, Inc.",$368.97,4:00PM EST,-3.81,-3.81,7.496M,6.928M,161.907B
Mar-08-2020 00:37:45,NFLX,"Netflix, Inc.",$368.97,4:00PM EST,-3.81,-3.81,7.496M,6.928M,161.907B
Mar-08-2020 00:37:45,EPD,Enterprise Products Partners L.P.,$22.42,4:04PM EST,-1.25,-1.25,14.747M,6.77M,49.083B
Mar-08-2020 00:37:45,CCL,Carnival Corporation & Plc,$27.15,4:02PM EST,-0.72,-0.72,29.631M,8.699M,19.281B
Mar-08-2020 00:37:45,AIM,AIM ImmunoTech Inc.,$2.1000,4:00PM EST,-0.2100,-0.2100,6.283M,4.486M,46.337M
Mar-08-2020 00:37:45,NCLH,Norwegian Cruise Line Holdings Ltd.,$27.10,4:01PM EST,-1.49,-1.49,11.867M,2.868M,5.778B
Mar-08-2020 00:37:45,USO,"United States Oil Fund, LP",$8.73,4:00PM EST,-0.88,-0.88,77.686M,25.071M,1.04B
Mar-08-2020 00:37:45,IBIO,"iBio, Inc.",$2.0500,4:00PM EST,-0.2000,-0.2000,31.919M,25.12M,186.951M
Mar-08-2020 00:37:45,JNJ,Johnson & Johnson,$142.03,4:00PM EST,+0.02,+0.02,11.927M,7.459M,374.209B
Mar-08-2020 00:37:45,MCD,McDonald's Corporation,$198.86,4:00PM EST,+0.54,+0.54,6.23M,3.58M,148.24B
Mar-08-2020 00:37:45,AMRN,Amarin Corporation plc,$14.91,4:00PM EST,-0.54,-0.54,6.08M,8.588M,5.386B
Mar-08-2020 00:37:45,TEVA,Teva Pharmaceutical Industries Limited,$10.30,4:02PM EST,-0.68,-0.68,17.5M,18.569M,11.22B
Mar-08-2020 00:37:45,CL=F,Crude Oil,$41.57,4:59PM EST,-4.33,-4.33,1.205M,213.262M,-
Mar-08-2020 00:37:45,TGT,Target Corporation,$105.95,4:05PM EST,-0.02,-0.02,5.019M,5.048M,53.42B
Mar-08-2020 00:37:45,SLV,iShares Silver Trust,$16.18,4:00PM EST,-0.12,-0.12,27.245M,16.229M,5.525B
Mar-08-2020 00:37:45,ABBV,AbbVie Inc.,$88.82,4:03PM EST,-1.79,-1.79,12.521M,9.299M,131.379B
Mar-08-2020 00:37:45,VZ,Verizon Communications Inc.,$56.87,4:02PM EST,-0.29,-0.29,21.921M,15.008M,235.206B
Mar-08-2020 00:37:45,ALT,"Altimmune, Inc.",$3.8000,4:00PM EST,+0.4300,+0.4300,4.973M,"957,770",58.285M
Mar-08-2020 00:37:45,SBUX,Starbucks Corporation,$75.34,4:00PM EST,-0.85,-0.85,18.08M,8.301M,88.427B
Mar-08-2020 00:37:45,COST,Costco Wholesale Corporation,$311.34,4:00PM EST,-4.42,-4.42,5.616M,2.495M,137.537B
Mar-08-2020 00:37:45,MMM,3M Company,$153.65,4:05PM EST,+2.24,+2.24,7.033M,3.675M,88.441B
Mar-08-2020 00:37:45,DGX,Quest Diagnostics Incorporated,$112.02,4:04PM EST,-3.66,-3.66,3.004M,1.014M,14.95B
Mar-08-2020 00:37:45,PFE,Pfizer Inc.,$35.02,4:05PM EST,-0.44,-0.44,37.525M,25.381M,194.278B
Mar-08-2020 00:37:57,BTC-USD,Bitcoin USD,"$8,754.53",4:36AM GMT,-159.81,-159.81,37.308B,30.681B,159.85B
Mar-08-2020 00:37:57,LDOS,"Leidos Holdings, Inc.",$105.68,4:05PM EST,-1.89,-1.89,1.23M,"976,813",14.943B
Mar-08-2020 00:37:57,CLX,The Clorox Company,$173.26,4:01PM EST,-2.59,-2.59,2.214M,1.338M,21.675B
Mar-08-2020 00:37:57,TDG,TransDigm Group Incorporated,$503.11,4:02PM EST,-33.26,-33.26,1.242M,"394,642",27.011B
Mar-08-2020 00:37:57,RCL,Royal Caribbean Cruises Ltd.,$65.01,4:04PM EST,-0.77,-0.77,16.897M,3.527M,13.587B
Mar-08-2020 00:37:57,C,Citigroup Inc.,$61.28,4:04PM EST,-2.21,-2.21,28.694M,15.03M,129.086B
Mar-08-2020 00:37:57,NFLX,"Netflix, Inc.",$368.97,4:00PM EST,-3.81,-3.81,7.496M,6.928M,161.907B
Mar-08-2020 00:37:57,NFLX,"Netflix, Inc.",$368.97,4:00PM EST,-3.81,-3.81,7.496M,6.928M,161.907B
Mar-08-2020 00:37:57,EPD,Enterprise Products Partners L.P.,$22.42,4:04PM EST,-1.25,-1.25,14.747M,6.77M,49.083B
Mar-08-2020 00:37:57,CCL,Carnival Corporation & Plc,$27.15,4:02PM EST,-0.72,-0.72,29.631M,8.699M,19.281B
Mar-08-2020 00:37:57,AIM,AIM ImmunoTech Inc.,$2.1000,4:00PM EST,-0.2100,-0.2100,6.283M,4.486M,46.337M
Mar-08-2020 00:37:57,NCLH,Norwegian Cruise Line Holdings Ltd.,$27.10,4:01PM EST,-1.49,-1.49,11.867M,2.868M,5.778B
Mar-08-2020 00:37:57,USO,"United States Oil Fund, LP",$8.73,4:00PM EST,-0.88,-0.88,77.686M,25.071M,1.04B
Mar-08-2020 00:37:57,IBIO,"iBio, Inc.",$2.0500,4:00PM EST,-0.2000,-0.2000,31.919M,25.12M,186.951M
Mar-08-2020 00:37:57,JNJ,Johnson & Johnson,$142.03,4:00PM EST,+0.02,+0.02,11.927M,7.459M,374.209B
Mar-08-2020 00:37:57,MCD,McDonald's Corporation,$198.86,4:00PM EST,+0.54,+0.54,6.23M,3.58M,148.24B
Mar-08-2020 00:37:57,AMRN,Amarin Corporation plc,$14.91,4:00PM EST,-0.54,-0.54,6.08M,8.588M,5.386B
Mar-08-2020 00:37:57,TEVA,Teva Pharmaceutical Industries Limited,$10.30,4:02PM EST,-0.68,-0.68,17.5M,18.569M,11.22B
Mar-08-2020 00:37:57,CL=F,Crude Oil,$41.57,4:59PM EST,-4.33,-4.33,1.205M,213.262M,-
Mar-08-2020 00:37:57,TGT,Target Corporation,$105.95,4:05PM EST,-0.02,-0.02,5.019M,5.048M,53.42B
Mar-08-2020 00:37:57,SLV,iShares Silver Trust,$16.18,4:00PM EST,-0.12,-0.12,27.245M,16.229M,5.525B
Mar-08-2020 00:37:57,ABBV,AbbVie Inc.,$88.82,4:03PM EST,-1.79,-1.79,12.521M,9.299M,131.379B
Mar-08-2020 00:37:57,VZ,Verizon Communications Inc.,$56.87,4:02PM EST,-0.29,-0.29,21.921M,15.008M,235.206B
Mar-08-2020 00:37:57,ALT,"Altimmune, Inc.",$3.8000,4:00PM EST,+0.4300,+0.4300,4.973M,"957,770",58.285M
Mar-08-2020 00:37:57,SBUX,Starbucks Corporation,$75.34,4:00PM EST,-0.85,-0.85,18.08M,8.301M,88.427B
Mar-08-2020 00:37:57,COST,Costco Wholesale Corporation,$311.34,4:00PM EST,-4.42,-4.42,5.616M,2.495M,137.537B
Mar-08-2020 00:37:57,MMM,3M Company,$153.65,4:05PM EST,+2.24,+2.24,7.033M,3.675M,88.441B
Mar-08-2020 00:37:57,DGX,Quest Diagnostics Incorporated,$112.02,4:04PM EST,-3.66,-3.66,3.004M,1.014M,14.95B
Mar-08-2020 00:37:57,PFE,Pfizer Inc.,$35.02,4:05PM EST,-0.44,-0.44,37.525M,25.381M,194.278B
Mar-08-2020 00:37:58,BTC-USD,Bitcoin USD,"$8,754.53",4:36AM GMT,-159.81,-159.81,37.308B,30.681B,159.85B
Mar-08-2020 00:37:58,LDOS,"Leidos Holdings, Inc.",$105.68,4:05PM EST,-1.89,-1.89,1.23M,"976,813",14.943B
Mar-08-2020 00:37:58,CLX,The Clorox Company,$173.26,4:01PM EST,-2.59,-2.59,2.214M,1.338M,21.675B
Mar-08-2020 00:37:58,TDG,TransDigm Group Incorporated,$503.11,4:02PM EST,-33.26,-33.26,1.242M,"394,642",27.011B
Mar-08-2020 00:37:58,RCL,Royal Caribbean Cruises Ltd.,$65.01,4:04PM EST,-0.77,-0.77,16.897M,3.527M,13.587B
Mar-08-2020 00:37:58,C,Citigroup Inc.,$61.28,4:04PM EST,-2.21,-2.21,28.694M,15.03M,129.086B
Mar-08-2020 00:37:58,NFLX,"Netflix, Inc.",$368.97,4:00PM EST,-3.81,-3.81,7.496M,6.928M,161.907B
Mar-08-2020 00:37:58,NFLX,"Netflix, Inc.",$368.97,4:00PM EST,-3.81,-3.81,7.496M,6.928M,161.907B
Mar-08-2020 00:37:58,EPD,Enterprise Products Partners L.P.,$22.42,4:04PM EST,-1.25,-1.25,14.747M,6.77M,49.083B
Mar-08-2020 00:37:58,CCL,Carnival Corporation & Plc,$27.15,4:02PM EST,-0.72,-0.72,29.631M,8.699M,19.281B
Mar-08-2020 00:37:58,AIM,AIM ImmunoTech Inc.,$2.1000,4:00PM EST,-0.2100,-0.2100,6.283M,4.486M,46.337M
Mar-08-2020 00:37:58,NCLH,Norwegian Cruise Line Holdings Ltd.,$27.10,4:01PM EST,-1.49,-1.49,11.867M,2.868M,5.778B
Mar-08-2020 00:37:58,USO,"United States Oil Fund, LP",$8.73,4:00PM EST,-0.88,-0.88,77.686M,25.071M,1.04B
Mar-08-2020 00:37:58,IBIO,"iBio, Inc.",$2.0500,4:00PM EST,-0.2000,-0.2000,31.919M,25.12M,186.951M
Mar-08-2020 00:37:58,JNJ,Johnson & Johnson,$142.03,4:00PM EST,+0.02,+0.02,11.927M,7.459M,374.209B
Mar-08-2020 00:37:58,MCD,McDonald's Corporation,$198.86,4:00PM EST,+0.54,+0.54,6.23M,3.58M,148.24B
Mar-08-2020 00:37:58,AMRN,Amarin Corporation plc,$14.91,4:00PM EST,-0.54,-0.54,6.08M,8.588M,5.386B
Mar-08-2020 00:37:58,TEVA,Teva Pharmaceutical Industries Limited,$10.30,4:02PM EST,-0.68,-0.68,17.5M,18.569M,11.22B
Mar-08-2020 00:37:58,CL=F,Crude Oil,$41.57,4:59PM EST,-4.33,-4.33,1.205M,213.262M,-
Mar-08-2020 00:37:58,TGT,Target Corporation,$105.95,4:05PM EST,-0.02,-0.02,5.019M,5.048M,53.42B
Mar-08-2020 00:37:58,SLV,iShares Silver Trust,$16.18,4:00PM EST,-0.12,-0.12,27.245M,16.229M,5.525B
Mar-08-2020 00:37:58,ABBV,AbbVie Inc.,$88.82,4:03PM EST,-1.79,-1.79,12.521M,9.299M,131.379B
Mar-08-2020 00:37:58,VZ,Verizon Communications Inc.,$56.87,4:02PM EST,-0.29,-0.29,21.921M,15.008M,235.206B
Mar-08-2020 00:37:58,ALT,"Altimmune, Inc.",$3.8000,4:00PM EST,+0.4300,+0.4300,4.973M,"957,770",58.285M
Mar-08-2020 00:37:58,SBUX,Starbucks Corporation,$75.34,4:00PM EST,-0.85,-0.85,18.08M,8.301M,88.427B
Mar-08-2020 00:37:58,COST,Costco Wholesale Corporation,$311.34,4:00PM EST,-4.42,-4.42,5.616M,2.495M,137.537B
Mar-08-2020 00:37:58,MMM,3M Company,$153.65,4:05PM EST,+2.24,+2.24,7.033M,3.675M,88.441B
Mar-08-2020 00:37:58,DGX,Quest Diagnostics Incorporated,$112.02,4:04PM EST,-3.66,-3.66,3.004M,1.014M,14.95B
Mar-08-2020 00:37:58,PFE,Pfizer Inc.,$35.02,4:05PM EST,-0.44,-0.44,37.525M,25.381M,194.278B
Mar-08-2020 00:38:10,BTC-USD,Bitcoin USD,"$8,754.53",4:36AM GMT,-159.81,-159.81,37.308B,30.681B,159.85B
Mar-08-2020 00:38:10,LDOS,"Leidos Holdings, Inc.",$105.68,4:05PM EST,-1.89,-1.89,1.23M,"976,813",14.943B
Mar-08-2020 00:38:10,CLX,The Clorox Company,$173.26,4:01PM EST,-2.59,-2.59,2.214M,1.338M,21.675B
Mar-08-2020 00:38:10,TDG,TransDigm Group Incorporated,$503.11,4:02PM EST,-33.26,-33.26,1.242M,"394,642",27.011B
Mar-08-2020 00:38:10,RCL,Royal Caribbean Cruises Ltd.,$65.01,4:04PM EST,-0.77,-0.77,16.897M,3.527M,13.587B
Mar-08-2020 00:38:10,C,Citigroup Inc.,$61.28,4:04PM EST,-2.21,-2.21,28.694M,15.03M,129.086B
Mar-08-2020 00:38:10,NFLX,"Netflix, Inc.",$368.97,4:00PM EST,-3.81,-3.81,7.496M,6.928M,161.907B
Mar-08-2020 00:38:10,NFLX,"Netflix, Inc.",$368.97,4:00PM EST,-3.81,-3.81,7.496M,6.928M,161.907B
Mar-08-2020 00:38:10,EPD,Enterprise Products Partners L.P.,$22.42,4:04PM EST,-1.25,-1.25,14.747M,6.77M,49.083B
Mar-08-2020 00:38:10,CCL,Carnival Corporation & Plc,$27.15,4:02PM EST,-0.72,-0.72,29.631M,8.699M,19.281B
Mar-08-2020 00:38:10,AIM,AIM ImmunoTech Inc.,$2.1000,4:00PM EST,-0.2100,-0.2100,6.283M,4.486M,46.337M
Mar-08-2020 00:38:10,NCLH,Norwegian Cruise Line Holdings Ltd.,$27.10,4:01PM EST,-1.49,-1.49,11.867M,2.868M,5.778B
Mar-08-2020 00:38:10,USO,"United States Oil Fund, LP",$8.73,4:00PM EST,-0.88,-0.88,77.686M,25.071M,1.04B
Mar-08-2020 00:38:10,IBIO,"iBio, Inc.",$2.0500,4:00PM EST,-0.2000,-0.2000,31.919M,25.12M,186.951M
Mar-08-2020 00:38:10,JNJ,Johnson & Johnson,$142.03,4:00PM EST,+0.02,+0.02,11.927M,7.459M,374.209B
Mar-08-2020 00:38:10,MCD,McDonald's Corporation,$198.86,4:00PM EST,+0.54,+0.54,6.23M,3.58M,148.24B
Mar-08-2020 00:38:10,AMRN,Amarin Corporation plc,$14.91,4:00PM EST,-0.54,-0.54,6.08M,8.588M,5.386B
Mar-08-2020 00:38:10,TEVA,Teva Pharmaceutical Industries Limited,$10.30,4:02PM EST,-0.68,-0.68,17.5M,18.569M,11.22B
Mar-08-2020 00:38:10,CL=F,Crude Oil,$41.57,4:59PM EST,-4.33,-4.33,1.205M,213.262M,-
Mar-08-2020 00:38:10,TGT,Target Corporation,$105.95,4:05PM EST,-0.02,-0.02,5.019M,5.048M,53.42B
Mar-08-2020 00:38:10,SLV,iShares Silver Trust,$16.18,4:00PM EST,-0.12,-0.12,27.245M,16.229M,5.525B
Mar-08-2020 00:38:10,ABBV,AbbVie Inc.,$88.82,4:03PM EST,-1.79,-1.79,12.521M,9.299M,131.379B
Mar-08-2020 00:38:10,VZ,Verizon Communications Inc.,$56.87,4:02PM EST,-0.29,-0.29,21.921M,15.008M,235.206B
